1,E,力,力のメダリオン,力の,<<,カブト割,5,15,0,0,0,,,
1,E,力,力のメダリオン,激情の,>>,致命必殺,15,5,3,0,-10,男,,
1,E,力,力のメダリオン,元気な,>>,堅守体躯,5,2,4,0,0,,,
1,E,力,力のメダリオン,怒りの,<<,カブト割,5,6,-4,0,0,,,
1,E,力,力のメダリオン,荒々しい,<< >>,城壁崩し,30,8,0,-2,0,,,
1,E,力,力のメダリオン,マッスル,<< >>,城壁構築,30,4,6,-4,-2,,,
1,E,力,力のメダリオン,力自慢の,<<,戦意高揚,10,10,0,-6,0,,,
1,E,力,力のメダリオン,テカテカな,>>,イベイド,5,0,1,0,0,毒,光,
1,E,力,力のメダリオン,捨て身の,<<,自決自爆,10,16,-8,-6,0,炎,,
1,E,力,力のメダリオン,火事場の,<<,背水の陣,5,10,4,-6,-6,氷,,
1,E,技,技のメダリオン,技巧の,<<,必殺増加,10,0,0,4,4,器,,
1,E,技,技のメダリオン,収集家の,>>,トレハン,4,0,0,3,1,器,,
1,E,技,技のメダリオン,弱連打の,>>,多段攻撃,1,-15,0,0,-3,,,
1,E,技,技のメダリオン,素早い,<<,確率追撃,20,-4,0,6,0,,,
1,E,技,技のメダリオン,フェイント,>>,攻撃弱体,5,0,0,5,0,,,
1,E,技,技のメダリオン,鋭角の,<<,側面攻撃,2,-4,0,4,0,,,
1,E,技,技のメダリオン,小銭稼ぎの,<< >>,撃破金運,1,0,0,0,3,,,
1,E,技,技のメダリオン,扇動者,>>,人間活性,4,4,-4,-2,2,,,
1,E,技,技のメダリオン,ハメ技,>>,奇襲戦法,3,0,0,8,1,雷,,
1,E,技,技のメダリオン,無謀な,<<,致命必殺,15,4,-8,0,-4,海,,
1,E,守,守りのメダリオン,心優しき,<<,専守防衛,,-8,4,0,1,,,
1,E,守,守りのメダリオン,才気溢れる,<<,対術結界,10,0,0,4,2,,,
1,E,守,守りのメダリオン,防衛兵,>>,防御布陣,4,-4,6,0,0,,,
1,E,守,守りのメダリオン,凌ぎきる,<<,特攻防御,10,-4,8,0,-2,,,
1,E,守,守りのメダリオン,鉄壁の,<<,パリング,5,-5,5,-5,0,,,
1,E,守,守りのメダリオン,警戒する,<<,奇襲警戒,3,0,3,0,3,騎,,
1,E,守,守りのメダリオン,肉の壁,<< >>,必殺耐性,5,0,4,-2,0,,,
1,E,守,守りのメダリオン,ガードマン,>>,前進防御,,-10,6,0,2,,,
1,E,守,守りのメダリオン,倍返しの,>>,反撃倍加,1,4,4,-4,0,,,
1,E,守,守りのメダリオン,心折れそうな,>>,リカバリ,10,-5,-5,-5,-5,死,,
1,E,薬,薬のメダリオン,解毒の,<<,解毒治療,,2,0,0,2,,,
1,E,薬,薬のメダリオン,解呪の,<<,解呪治療,,0,2,0,2,,,
1,E,薬,薬のメダリオン,マヒよけの,<<,麻痺治療,,0,0,2,2,,,
1,E,薬,薬のメダリオン,靴磨きの,<<,削減治療,,1,1,0,2,,,
1,E,薬,薬のメダリオン,頑張る,<< >>,自己治癒,5,1,3,0,1,,,
1,E,薬,薬のメダリオン,癒やしの,<< >>,全体治癒,3,0,2,0,2,,,
1,E,薬,薬のメダリオン,闇医者の,<< >>,魔族医療,3,-4,0,0,4,,闇,
1,E,薬,薬のメダリオン,操られた,<<,思考停止,,0,0,0,-25,,,
1,E,薬,薬のメダリオン,蟲嫌いな,<<,報復の牙,5,15,-5,0,0,蟲,,
1,E,薬,薬のメダリオン,ドーピング,>>,狂奔の牙,3,-15,10,0,0,,,
1,E,兵,兵士のメダリオン,兵卒の,<<,反撃耐性,15,4,2,0,0,,,
1,E,兵,兵士のメダリオン,突撃兵,>>,攻撃布陣,6,0,0,5,-2,,,
1,E,兵,兵士のメダリオン,鉄血の,<< >>,致命耐性,15,8,4,0,0,,,
1,E,兵,兵士のメダリオン,ハルモニア,<<,砲撃結界,10,2,0,6,0,,,
1,E,兵,兵士のメダリオン,投げやりな,<<,遠隔攻撃,,-7,0,-15,0,,,
1,E,兵,兵士のメダリオン,狂気の,<<,狂奔の牙,3,8,-6,-6,-6,,,
1,E,兵,兵士のメダリオン,貫き通す,>>,貫通攻撃,,-20,0,-20,0,騎,,
1,E,兵,兵士のメダリオン,騎士たる,>>,騎士活性,4,4,4,0,0,,,
1,E,兵,兵士のメダリオン,死に急ぐ,<<,全力攻撃,15,4,-10,10,-4,,,
1,E,兵,兵士のメダリオン,虚弱な,<< >>,矮小体躯,5,-3,-8,0,0,,,
1,E,獣,獣のメダリオン,野獣の,<< >>,必殺増加,10,6,-5,3,-3,,,
1,E,獣,獣のメダリオン,疾走する,<<,イベイド,10,-4,0,8,0,,,
1,E,獣,獣のメダリオン,草食の,>>,自己治癒,3,0,0,-4,6,樹,,
1,E,獣,獣のメダリオン,肉食の,>>,吸血攻撃,2,4,-2,0,0,獣,,
1,E,獣,獣のメダリオン,獰猛な,>>,確率追撃,20,6,0,2,-10,,,
1,E,獣,獣のメダリオン,駆り立てる,>>,速度削減,5,0,2,-4,2,,,
